id,popularity,budget,revenue,original_title,director,runtime,genres,release_date,vote_count,vote_average,release_year,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Not specified,Romance,Science Fiction,TV Movie,Thriller,War,Western
307081,5.337064,30000000,91709827,Southpaw,Antoine Fuqua,123,Action|Drama,2015-06-15,1386,7.3,2015,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254128,4.907832,110000000,470490832,San Andreas,Brad Peyton,114,Action|Drama|Thriller,2015-05-27,2060,6.1,2015,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
216015,4.71040199999999,40000000,569651467,Fifty Shades of Grey,Sam Taylor-Johnson,125,Drama|Romance,2015-02-11,1865,5.3,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
318846,4.648046,28000000,133346506,The Big Short,Adam McKay,130,Comedy|Drama,2015-12-11,1545,7.3,2015,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177677,4.566713,150000000,682330139,Mission: Impossible - Rogue Nation,Christopher McQuarrie,131,Action,2015-07-23,2349,7.1,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214756,4.5645489999999995,68000000,215863606,Ted 2,Seth MacFarlane,115,Comedy,2015-06-25,1666,6.3,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207703,4.503789,81000000,403802136,Kingsman: The Secret Service,Matthew Vaughn,130,Crime|Comedy|Action|Adventure,2015-01-24,3833,7.6,2015,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314365,4.062293,20000000,88346473,Spotlight,Tom McCarthy,128,Drama|Thriller|History,2015-11-06,1559,7.8,2015,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
294254,3.968891,61000000,311256926,Maze Runner: The Scorch Trials,Wes Ball,132,Action|Science Fiction|Thriller,2015-09-09,1849,6.4,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
280996,3.927333,0,29355203,Mr. Holmes,Bill Condon,103,Mystery|Drama,2015-06-19,425,6.4,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
198184,3.899557,49000000,102069268,Chappie,Neill Blomkamp,120,Crime|Action|Science Fiction,2015-03-04,1990,6.6,2015,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
254470,3.877764,29000000,287506194,Pitch Perfect 2,Elizabeth Banks,115,Comedy|Music,2015-05-07,1264,6.8,2015,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
296098,3.6482099999999997,40000000,162610473,Bridge of Spies,Steven Spielberg,141,Thriller|Drama,2015-10-15,1638,7.1,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
257445,3.6445410000000003,58000000,150170815,Goosebumps,Rob Letterman,103,Adventure|Horror|Comedy,2015-08-05,600,6.2,2015,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
264644,3.557846,6000000,35401758,Room,Lenny Abrahamson,117,Drama|Thriller,2015-10-16,1520,8.0,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
339527,3.358321,0,22354572,Solace,Afonso Poyart,101,Crime|Drama|Mystery,2015-09-03,474,6.2,2015,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
105864,3.3391349999999997,175000000,331926147,The Good Dinosaur,Peter Sohn,93,Adventure|Animation|Comedy|Family|Fantasy,2015-11-14,1087,6.6,2015,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
241554,3.23737,50000000,71561644,Run All Night,Jaume Collet-Serra,114,Action|Crime|Drama|Mystery|Thriller,2015-03-11,814,6.3,2015,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
167073,3.227329,11000000,62076141,Brooklyn,John Crowley,111,Drama|Romance,2015-11-04,754,7.3,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
277216,3.2027189999999996,28000000,201634991,Straight Outta Compton,F. Gary Gray,147,Drama|Music,2015-08-13,918,7.7,2015,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
274854,3.080505,90000000,140396650,The Last Witch Hunter,Breck Eisner,106,Fantasy|Action|Adventure,2015-10-21,879,5.6,2015,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
321697,3.0795220000000003,30000000,34441873,Steve Jobs,Danny Boyle,122,History|Drama,2015-10-09,1035,6.9,2015,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
203801,3.0534209999999997,75000000,108145109,The Man from U.N.C.L.E.,Guy Ritchie,116,Comedy|Action|Adventure,2015-08-13,1548,7.0,2015,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293863,3.025852,25000000,42629776,The Age of Adaline,Lee Toland Krieger,112,Fantasy|Drama|Romance,2015-04-16,1221,7.3,2015,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
325348,3.023253,10000000,14333790,Hardcore Henry,Ilya Naishuller,97,Action|Adventure|Science Fiction,2015-09-12,396,5.9,2015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
228161,2.976436,135000000,368871007,Home,Tim Johnson,94,Fantasy|Comedy|Animation|Science Fiction|Family,2015-03-18,1060,6.9,2015,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
286565,2.968254,12000000,85512300,Paper Towns,Jake Schreier,109,Drama|Mystery|Romance,2015-07-09,1252,6.2,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
265208,2.93234,30000000,0,Wild Card,Simon West,92,Thriller|Crime|Drama,2015-01-14,481,5.3,2015,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
254320,2.8851259999999996,4000000,9064511,The Lobster,Yorgos Lanthimos,118,Thriller|Comedy|Drama|Romance|Science Fiction,2015-10-08,638,6.6,2015,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
258480,2.883233,11800000,40272135,Carol,Todd Haynes,118,Romance|Drama,2015-11-20,562,7.1,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
257211,2.8148020000000002,35000000,194564672,The Intern,Nancy Meyers,121,Comedy,2015-09-24,1255,7.1,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253412,2.7980169999999998,55000000,203427584,Everest,Baltasar KormÃ¡kur,121,Adventure|Drama,2015-09-10,1172,6.7,2015,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274479,2.793297,60000000,101134059,Joy,David O. Russell,124,Comedy|Drama,2015-12-24,1001,6.4,2015,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257088,2.6144990000000004,105000000,133718711,Point Break,Ericson Core,114,Action|Crime|Thriller,2015-12-03,505,5.5,2015,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
295964,2.584264,20000000,36606743,Burnt,John Wells,100,Drama,2015-10-02,631,6.3,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238615,2.578919,26000000,30523226,Self/less,Tarsem Singh,116,Science Fiction|Mystery|Thriller,2015-07-10,719,6.2,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
210860,2.575711,60000000,30418560,Mortdecai,David Koepp,106,Comedy|Adventure,2015-01-21,696,5.3,2015,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306819,2.557859,15000000,64191523,The Danish Girl,Tom Hooper,120,Drama,2015-11-27,867,7.3,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201088,2.5507470000000003,70000000,17752940,Blackhat,Michael Mann,133,Mystery|Crime|Action|Thriller|Drama,2015-01-13,584,5.0,2015,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
273481,2.487849,30000000,84025816,Sicario,Denis Villeneuve,121,Action|Crime|Drama|Mystery|Thriller,2015-09-17,1479,7.1,2015,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
166424,2.4870419999999998,120000001,167977596,Fantastic Four,Josh Trank,100,Action|Adventure|Science Fiction,2015-08-05,1565,4.4,2015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
310131,2.46449,3500000,40423945,The Witch,Robert Eggers,92,Mystery|Horror,2015-03-24,700,5.8,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
238713,2.404473,65000000,235666219,Spy,Paul Feig,120,Action|Comedy|Crime,2015-05-06,1840,6.9,2015,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256591,2.395366,50100000,153962963,Focus,Glenn Ficarra|John Requa,105,Romance|Comedy|Crime|Drama,2015-02-25,1831,6.7,2015,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
249070,2.354654,35000000,82347656,Hitman: Agent 47,Aleksander Bach,96,Action|Crime|Thriller,2015-08-20,820,5.5,2015,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
205775,2.345821,100000000,93820758,In the Heart of the Sea,Ron Howard,122,Thriller|Drama|Adventure|Action|History,2015-11-20,805,6.4,2015,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
334074,2.331636,20000000,0,Survivor,James McTeigue,96,Crime|Thriller|Action,2015-05-21,280,5.4,2015,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
312221,2.3315669999999997,35000000,137935567,Creed,Ryan Coogler,133,Drama,2015-11-25,1171,7.3,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271718,2.31767,35000000,140795793,Trainwreck,Judd Apatow,125,Comedy,2015-07-17,849,6.1,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333352,2.29573,13000000,32848185,Eye in the Sky,Gavin Hood,102,Drama|Thriller|War,2015-09-11,265,7.2,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
276907,2.28135,25000000,42972994,Legend,Brian Helgeland,131,Crime|Thriller,2015-09-09,619,6.7,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
284289,2.2720439999999997,0,45895,Beyond the Reach,Jean-Baptiste LÃ©onetti,95,Thriller,2015-04-17,81,5.5,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
266647,2.234573,150000000,128388320,Pan,Joe Wright,111,Adventure|Family|Fantasy,2015-09-24,586,5.9,2015,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
347096,2.165433,0,0,Mythica: The Darkspore,Anne K. Black,108,Action|Adventure|Fantasy,2015-06-24,27,5.1,2015,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
308369,2.141506,0,0,Me and Earl and the Dying Girl,Alfonso Gomez-Rejon,105,Comedy|Drama,2015-06-12,569,7.7,2015,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227973,2.140199,99000000,246233113,The Peanuts Movie,Steve Martino,88,Adventure|Animation|Comedy|Family,2015-11-05,414,6.4,2015,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
321741,2.121884,35000000,48623572,Concussion,Peter Landesman,123,Drama,2015-11-12,500,6.9,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296100,2.096273,25000000,52395996,The Night Before,Jonathan Levine,100,Comedy,2015-11-20,363,6.1,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263472,2.0809349999999998,2500000,5214043,Knock Knock,Eli Roth,99,Drama|Horror|Thriller,2015-06-26,473,4.8,2015,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
228205,2.070708,34000000,63013281,The Longest Ride,"George Tillman, Jr.",128,Romance|Drama,2015-04-09,711,7.3,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
159824,2.060162,80000000,466183544,Hotel Transylvania 2,Genndy Tartakovsky,89,Animation|Comedy|Family,2015-09-21,919,6.8,2015,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
333348,2.055572,17000000,24000000,Love the Coopers,Jessie Nelson,107,Family|Comedy,2015-11-12,111,5.3,2015,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
285783,2.049886,35000000,61181942,The Walk,Robert Zemeckis,123,Adventure|Drama|Thriller,2015-09-30,706,6.8,2015,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
290764,2.0266509999999998,11000000,1863315,Tracers,Daniel Benmayor,94,Action|Crime|Drama,2015-01-15,326,5.9,2015,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296099,2.000338,31000000,104384188,Vacation,John Francis Daley|Jonathan M. Goldstein,99,Adventure|Comedy,2015-07-28,846,6.1,2015,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243688,1.984529,35000000,95437994,Poltergeist,Gil Kenan,93,Horror|Thriller,2015-05-20,589,5.0,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
287424,1.9800389999999999,4000000,187112,Maggie,Henry Hobson,95,Horror,2015-05-08,384,5.1,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
301875,1.9597650000000002,0,2000000,Equals,Drake Doremus,101,Drama|Romance|Science Fiction,2015-09-04,135,5.6,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
181283,1.95632,50000000,3324330,Child 44,Daniel Espinosa,137,Crime|Thriller,2015-03-15,341,5.9,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
328425,1.926739,5000000,58978653,The Gift,Joel Edgerton,108,Thriller|Mystery,2015-07-30,631,6.6,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
274167,1.904898,50000000,240360392,Daddy's Home,Sean Anders,96,Comedy,2015-12-25,568,5.7,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370687,1.876037,0,0,Mythica: The Necromancer,A. Todd Smith,0,Fantasy|Action|Adventure,2015-12-19,11,5.4,2015,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
307663,1.872696,10000000,0,Vice,Brian A Miller,96,Thriller|Science Fiction|Action|Adventure,2015-01-16,181,4.1,2015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
309809,1.865007,64000000,97571250,The Little Prince,Mark Osborne,92,Adventure|Animation|Fantasy,2015-07-29,423,7.5,2015,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
258509,1.841779,0,233755553,Alvin and the Chipmunks: The Road Chip,Walt Becker,92,Adventure|Animation|Comedy|Family,2015-12-17,278,5.7,2015,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
298382,1.82313,11930000,18340000,The Dressmaker,Jocelyn Moorhouse,118,Drama,2015-10-01,197,6.9,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272693,1.758618,8500000,43528634,The DUFF,Ari Sandel,100,Romance|Comedy,2015-02-20,753,6.8,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
283445,1.742286,10000000,52882018,Sinister 2,Ciaran Foy,97,Horror,2015-08-19,331,5.5,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
256961,1.73518,30000000,107597242,Paul Blart: Mall Cop 2,Andy Fickman,94,Action|Adventure|Comedy|Family,2015-04-16,422,5.3,2015,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
326359,1.7247119999999898,0,0,Frozen Fever,Chris Buck|Jennifer Lee,8,Adventure|Animation|Family,2015-03-09,475,7.0,2015,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
254302,1.661789,0,0,High-Rise,Ben Wheatley,119,Action|Drama|Science Fiction,2015-09-26,161,5.4,2015,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
241251,1.6510779999999898,4000000,50163103,The Boy Next Door,Rob Cohen,91,Thriller,2015-01-23,810,3.9,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
292040,1.646664,0,0,Spooks: The Greater Good,Bharat Nalluri,104,Thriller|Action,2015-04-11,114,5.6,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
188222,1.532997,30000000,49263404,Entourage,Doug Ellin,104,Comedy,2015-06-03,364,6.2,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252838,1.5100959999999999,23000000,79799880,The Wedding Ringer,Jeremy Garelick,101,Comedy,2015-01-16,446,6.5,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273477,1.499614,15000000,14860766,Scouts Guide to the Zombie Apocalypse,Christopher B. Landon,93,Comedy|Horror,2015-10-23,288,6.2,2015,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
298312,1.495112,5000000,98450062,The Visit,M. Night Shyamalan,94,Horror|Thriller,2015-09-10,729,5.9,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
261023,1.4832459999999899,53000000,99775678,Black Mass,Scott Cooper,122,Crime|Drama,2015-09-04,848,6.3,2015,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336004,1.449072,8900000,50136,Heist,Scott Mann,93,Crime|Action|Thriller,2015-11-13,233,5.4,2015,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
287903,1.448002,15000000,61548707,Krampus,Michael Dougherty,98,Horror|Comedy|Fantasy,2015-11-26,342,5.9,2015,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
182560,1.443406,20000000,208588,Dark Places,Gilles Paquet-Brenner,113,Drama|Mystery|Thriller,2015-03-31,322,5.7,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
192141,1.41239,5000000,54418872,No Escape,John Erick Dowdle,103,Action|Thriller,2015-08-26,519,6.7,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
308639,1.40805,700000,17986781,Dope,Rick Famuyiwa,103,Crime|Drama|Comedy,2015-06-19,448,7.3,2015,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261392,1.3882510000000001,28000000,28208085,American Ultra,Nima Nourizadeh,96,Comedy|Action,2015-08-19,695,5.9,2015,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304357,1.388032,11000000,61619773,Woman in Gold,Simon Curtis,120,Drama,2015-04-10,277,7.3,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297291,1.38032,0,0,The Scorpion King: The Lost Throne,Mike Elliott,105,Action|Fantasy|Adventure,2015-01-09,22,4.5,2015,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
266294,1.3766049999999999,30000000,105011053,Sisters,Jason Moore,118,Comedy,2015-12-18,399,5.9,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227719,1.360926,12000000,32248241,Project Almanac,Dean Israelite,106,Science Fiction|Thriller,2015-01-30,637,6.3,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
86828,1.360827,0,5189646,Absolutely Anything,Terry Jones,85,Comedy|Science Fiction,2015-06-26,199,5.8,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
287948,1.3558219999999999,25000000,72629670,The Transporter Refueled,Camille Delamarre,96,Thriller|Action|Crime,2015-09-03,407,5.3,2015,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
201085,1.345982,55000000,74679822,Crimson Peak,Guillermo del Toro,119,Mystery|Thriller|Fantasy|Horror|Drama,2015-10-13,819,6.4,2015,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0
277355,1.342839,0,0,Everly,Joe Lynch,90,Thriller|Action,2015-01-23,169,5.1,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
264999,1.338481,14800000,122413057,Magic Mike XXL,Gregory Jacobs,115,Comedy|Drama|Music,2015-07-01,501,6.3,2015,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
146301,1.338322,10000000,78099553,Paranormal Activity: The Ghost Dimension,Gregory Plotkin,88,Horror|Thriller,2015-10-21,267,5.0,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
223485,1.329702,0,229094,Slow West,John Maclean,84,Romance|Thriller|Western,2015-04-16,229,6.6,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
294016,1.316239,15000000,8235661,Trumbo,Jay Roach,124,Drama,2015-10-27,273,7.2,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290751,1.315266,19500000,32189727,Secret in Their Eyes,Billy Ray,111,Crime|Drama|Mystery,2015-10-14,202,6.2,2015,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
309245,1.29314,0,2500431,Mistress America,Noah Baumbach,84,Comedy,2015-08-14,132,6.4,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
